kind,param,value,seed,success,state,steps,sim_time,path_length,collisions,first_detect_t,reach_t,homing_t,est_err_cm,known_frac,oracle_len,path_eff,victim_x,victim_y,wall_s
fallback_off,thermal_range_3x,4.0,18,0,failed,616,61.6,28.32315437155051,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.6073630936758628,14.0,10.5,3.91073712299999
fallback_off,thermal_range_3x,4.0,19,0,failed,788,78.80000000000001,37.75540195783228,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.4556285397511269,14.0,10.5,6.010527252999964
fallback_off,thermal_range_1x,6.0,0,1,reached,473,47.300000000000004,25.377704938560772,0,37.7,47.300000000000004,9.600000000000001,0.6949243424529835,0.9966666666666667,17.702438661763956,0.6778563586979567,14.0,10.5,2.8091904279999653
fallback_off,thermal_range_1x,6.0,1,0,navigating,700,70.0,37.507003354143315,0,65.5,nan,nan,2.4928436128094127,0.9966666666666667,17.702438661763956,0.45864604269601406,14.0,10.5,5.27184939599988
fallback_off,thermal_range_1x,6.0,2,1,reached,440,44.0,22.85688120118214,0,34.6,44.0,9.399999999999999,1.2378978338990907,0.9966666666666667,17.702438661763956,0.7526153069769754,14.0,10.5,2.7585598319999463
fallback_off,thermal_range_1x,6.0,3,1,reached,458,45.800000000000004,24.16215055718115,0,36.2,45.800000000000004,9.600000000000001,2.2304215053509924,0.9966666666666667,17.702438661763956,0.7119580941710206,14.0,10.5,2.831815196999969
fallback_off,thermal_range_1x,6.0,4,0,navigating,700,70.0,36.21520594962022,0,68.4,nan,nan,5.675498746844378,0.9966666666666667,17.702438661763956,0.4750059598085581,14.0,10.5,5.318488940999941
fallback_off,thermal_range_1x,6.0,5,1,reached,435,43.5,22.99081980501401,0,34.0,43.5,9.5,1.5135824954291217,0.9966666666666667,17.702438661763956,0.7482307637421577,14.0,10.5,2.748600068000087
fallback_off,thermal_range_1x,6.0,6,1,reached,448,44.800000000000004,23.631721012729443,0,35.4,44.800000000000004,9.400000000000006,4.1029852975494014,0.9966666666666667,17.702438661763956,0.7279384625646903,14.0,10.5,2.6778628559998197
fallback_off,thermal_range_1x,6.0,7,1,reached,422,42.2,23.481954952360187,0,32.6,42.2,9.600000000000001,1.2770746578288001,0.9966666666666667,17.702438661763956,0.7325811967812725,14.0,10.5,2.5580552219998935
